JournalId,NormalizedName,Reason,Issn,num_journal_publication,num_journal_author,num_journal_affiliation,journal_year_first_publish,journal_avg_hindex,journal_avg_first_author_hindex,journal_avg_last_author_hindex,journal_avg_middle_author_hindex,total_num_journal_reference,total_num_journal_cited,journal_paper_reference_num,journal_paper_cited_num,journal_journal_reference_num,journal_journal_cited_num,journal_num_author_referenced,journal_num_author_cited,journal_num_affiliation_referenced,journal_num_affiliation_cited,journal_num_journal_self_reference,journal_num_author_self_reference,journal_num_affiliation_self_reference,journal_num_journal_self_cited,journal_num_author_self_cited,journal_num_affiliation_self_cited
2736556212,3c tic,Still in DOAJ index,2254-6529,200,59,59,2012,2.4815040650406504,2.423076923076923,0.645,0.6174242424242424,90,94,86,90,39,28,245,249,40,53,0,3,0,0,4,0
2764745361,aace clinical case reports,Still in DOAJ index,2376-0605,653,2458,2458,2014,10.62995412367272,4.981981981981982,12.782542113323125,6.743214237713364,9397,605,8429,584,1684,280,38989,2810,1926,559,46,88,106,41,24,20
3035250834,aaps open,Still in DOAJ index,2364-9534,34,158,158,2015,9.05501567398119,6.0,7.794117647058823,7.119501100751101,778,203,739,195,311,94,3021,867,491,254,3,15,12,3,6,7
2738588953,abril,Still in DOAJ index,1984-2090,46,3,3,2008,1.9285714285714286,2.8,0.21739130434782608,0.3333333333333333,12,3,12,3,5,1,14,2,5,2,0,0,0,0,0,0
163259234,acarologia,Still in DOAJ index,0044-586X,2656,567,567,1959,6.031054936526412,5.588235294117647,1.9905873493975903,2.9311473429951693,3463,14585,2859,8265,473,876,5110,14129,719,1585,122,109,45,210,330,105
2737821890,accounting analysis journal,Still in DOAJ index,2252-6765,356,117,117,2012,1.6521739130434783,1.3529411764705883,0.8258426966292135,0.41379310344827586,509,481,437,404,77,65,709,908,141,73,7,1,8,10,3,24
2765032114,acg case reports journal,Still in DOAJ index,2326-3253,1261,4197,4197,2013,8.993855706874403,3.515021459227468,10.639968279143536,6.071999306042601,11077,2215,10272,2067,1668,732,47639,10273,2090,1189,38,86,122,38,47,44
2737690425,acme,Still in DOAJ index,0001-494X,255,28,28,1977,4.475352112676056,3.5,1.3764705882352941,2.1222943722943723,284,123,280,123,65,44,446,222,107,89,0,8,6,0,10,8
2738955967,acta agriculturae serbica,Still in DOAJ index,0354-9542,368,603,603,2000,3.103585221967576,3.0694444444444446,1.1005434782608696,1.5297924297924295,2754,421,2616,386,845,178,8221,1439,943,210,38,63,0,41,46,1
2736532207,acta angiologica,Still in DOAJ index,1644-3276,411,688,688,2001,5.165904774699683,3.6755555555555555,4.656934306569343,2.8485432111747913,4456,432,4141,420,910,233,17569,2029,1083,374,10,48,8,10,32,5
206176358,acta bioethica,Still in DOAJ index,0717-5906,1463,630,630,2000,5.358170685036355,5.015810276679842,3.040328092959672,2.5776528512639625,5208,2367,4505,1957,1172,503,11562,4840,1262,718,95,77,97,115,65,102
2737068255,acta biologica sibirica,Still in DOAJ index,2412-1908,419,309,309,2013,4.446177370030581,4.111111111111111,0.9785202863961814,1.0070490620490622,1241,155,1149,137,425,49,3130,540,582,90,26,37,11,26,21,6
60988351,acta clinica croatica,Still in DOAJ index,0353-9466,3028,3852,3852,1991,4.332201137685733,3.6708259061200237,3.700792602377807,2.3321508521532577,22650,5531,21706,5172,3444,2086,93945,24002,3165,2047,283,275,141,303,214,92
2737573434,acta fytotechnica et zootechnica,Still in DOAJ index,1335-258X,571,780,780,1998,4.415103785103786,3.608695652173913,3.3415061295971977,2.8354313064196783,2418,432,2289,399,786,190,8541,1506,981,261,14,89,63,15,64,42
64331569,acta histriae,Still in DOAJ index,2591-1767,97,16,16,1994,3.5166666666666666,3.5,1.092783505154639,0.0,156,30,155,25,30,12,174,29,21,10,1,5,0,1,3,0
2764688742,acta innovations,Still in DOAJ index,2300-5599,281,387,387,2011,4.535757575757576,3.708955223880597,2.5160142348754446,2.550190476190476,3778,270,3437,214,1075,91,10696,718,1561,189,20,61,56,25,25,19
2737925000,acta medica bulgarica,Still in DOAJ index,0324-1750,269,712,712,2001,4.896236816874402,3.5,2.5613382899628254,1.6412178562178563,4498,155,4420,146,1688,104,21966,649,1764,178,5,33,25,8,10,10
2736484253,acta medica medianae,Still in DOAJ index,0365-4478,801,1222,1222,1985,4.113116928222936,3.857142857142857,2.0387016229712858,2.445690934908187,8598,492,7520,477,2415,249,33852,1705,2188,307,49,86,9,45,49,5
184108653,acta montanistica slovaca,Still in DOAJ index,1335-1788,275,175,175,1996,2.9420187793427233,3.6382978723404253,0.5272727272727272,0.655367231638418,373,851,349,815,150,340,808,2349,179,489,2,16,1,3,25,9
2736373470,acta neophilologica,Still in DOAJ index,0567-784X,847,203,203,1988,1.7790697674418605,1.7480314960629921,0.2668240850059032,0.75,1418,107,1331,98,186,33,1642,126,154,38,8,16,13,9,11,7
2738379451,acta periodica duellatorum,Still in DOAJ index,2064-0404,111,52,52,2013,2.1080246913580245,2.16,0.8198198198198198,2.5,512,64,450,40,120,10,639,51,96,21,26,16,1,31,14,2
180067919,acta psychologica,Still in DOAJ index,1873-6297,5581,7697,7697,1936,9.432984632136057,6.420192058136517,8.966314280594876,9.343243960819875,157846,145871,83952,105729,3131,6100,97398,156332,3618,5662,2498,3209,3051,2126,2783,2676
2736686313,acta stomatologica naissi,Still in DOAJ index,0352-5252,168,175,175,2002,3.9806926406926406,3.6857142857142855,1.3214285714285714,2.0201495726495726,1344,138,1221,92,482,48,4672,315,739,56,12,16,3,13,20,2
2737481661,acta technologica agriculturae,Still in DOAJ index,1338-5267,326,524,524,1975,3.2745801702323436,3.2467532467532467,1.6503067484662577,1.8129032258064521,2680,662,2422,537,735,140,7330,1620,1025,260,140,91,69,125,61,46
79873615,acta theologica,Still in DOAJ index,2309-9089,1033,308,308,1998,2.7511061946902653,2.8356481481481484,1.0454985479186834,1.6111111111111112,4801,1162,4149,932,493,191,4565,1065,307,208,40,54,47,43,59,98
2737826994,acta universitatis agriculturae et silviculturae mendelianae brunensis,Still in DOAJ index,1211-8516,3432,3323,3323,1990,2.838581462355471,2.6030267753201395,1.733974358974359,2.2000133764982635,32201,6559,27229,5527,4381,1388,64380,15191,3732,1685,733,854,398,735,769,341
2764759726,addiction and health,Still in DOAJ index,2008-4633,331,735,735,2009,5.559867626704362,3.962566844919786,4.658610271903323,3.3770689655172417,5066,1789,4644,1547,1473,667,17199,6467,1658,1016,49,78,98,56,71,108
2898531107,addictive behaviors reports,Still in DOAJ index,2352-8532,375,1492,1492,2015,17.6337458297875,10.726984126984126,24.450666666666667,13.06309570500047,15342,3197,12712,2676,1860,697,34552,9307,2735,1601,51,295,284,65,169,168
2738113030,adeptus,Still in DOAJ index,2300-0783,135,23,23,2013,1.8,1.9230769230769231,0.2,0.0,96,22,94,22,28,9,124,31,12,17,1,1,1,1,3,3
2764910940,admet and dmpk,Still in DOAJ index,1848-7718,203,130,130,2013,15.743433583959902,12.85276073619632,19.295566502463053,6.812289363529032,328,705,307,578,106,273,1116,2736,266,575,0,9,6,0,74,50
11826920,adsorption science & technology,Still in DOAJ index,2048-4038,2058,5078,5078,1984,6.623803209672776,5.068627450980392,6.48153547133139,4.410959872512775,45116,18006,32717,14920,2069,1491,75690,42751,3602,3081,667,1215,1233,784,1014,968
2764435426,advanced biomedical engineering,Still in DOAJ index,2187-5219,215,772,772,2012,10.24116075723219,5.596026490066225,14.372093023255815,7.046558170294125,3428,453,3286,420,1072,185,13972,1664,1401,364,31,138,125,34,90,86
126156665,advanced composites letters,Still in DOAJ index,2633-366X,825,2073,2073,1992,6.256893476044854,3.8651162790697673,5.127272727272727,3.593421967327077,9712,2855,8741,2578,1085,546,22450,6863,2038,1207,59,343,370,63,282,274
3034486266,advanced modeling and simulation in engineering sciences,Still in DOAJ index,2213-7467,208,588,588,2014,14.800735578784357,7.9147727272727275,20.201923076923077,13.688565549676666,8079,1525,6576,1360,908,308,10883,3084,1291,600,43,188,174,41,124,122
2737737698,advanced science,Still in DOAJ index,2198-3844,3486,21051,21051,2013,21.407195439397626,9.8002414001207,44.19047619047619,17.353573636402107,209414,87618,159130,71456,5423,2438,518121,251049,6995,4694,905,2707,2788,957,2108,2182
2737477049,advancements in life sciences,Still in DOAJ index,2310-5380,229,182,182,2013,6.811881338777075,4.957746478873239,5.358078602620087,4.30005959406435,834,617,813,429,461,212,3409,1907,590,410,7,15,10,8,41,45
3034236846,advances in aerodynamics,Still in DOAJ index,2524-6992,82,260,260,2019,11.463514419852448,7.728813559322034,14.146341463414634,5.385919540229884,2767,199,2392,156,332,39,4657,363,655,95,23,61,66,22,29,28
3164692872,advances in bridge engineering,Still in DOAJ index,2662-5407,48,183,183,2020,11.411904761904761,10.064516129032258,11.6875,4.677533577533579,1695,38,1562,33,299,18,3808,132,618,42,5,33,37,4,10,10
2764744304,advances in climate change research,Still in DOAJ index,1674-9278,593,1458,1458,2005,9.371630144194027,7.511111111111111,5.738617200674536,6.120804964466939,12792,4988,10511,4235,1383,769,30754,16407,2243,1877,125,209,269,159,118,194
2764731901,advances in horticultural science,Still in DOAJ index,0394-6169,1057,924,924,1961,5.634710079317924,4.570719602977667,2.8325449385052033,2.831550730709216,4708,4227,4358,3766,642,758,10764,11611,832,1145,44,104,13,56,200,48
2737746339,advances in interventional cardiology,Still in DOAJ index,1897-4295,808,1722,1722,1998,9.57888606564143,6.310769230769231,14.324257425742575,7.245934078912068,9395,1512,7887,1346,919,481,38289,7329,1788,909,120,215,140,146,152,112
2736480853,advances in military technology,Still in DOAJ index,1802-2308,201,229,229,2012,3.150520833333333,2.523076923076923,1.1741293532338308,2.0411155202821867,616,163,612,154,258,58,1536,478,381,89,4,21,14,4,21,16
2764380143,advances in nonlinear analysis,Still in DOAJ index,2191-950X,404,616,616,2008,11.219825072886298,10.787037037037036,9.118811881188119,10.364238410596029,8566,3893,6315,2821,542,282,6261,3443,1088,826,84,225,223,100,201,148
71726598,advances in oceanography and limnology,Still in DOAJ index,1947-573X,137,257,257,2010,13.369335699023198,11.465346534653465,16.284671532846716,9.2635125581333,4388,1185,4077,1098,585,302,10164,4879,1066,814,12,55,50,10,84,66
33782831,advances in operations research,Still in DOAJ index,1687-9155,160,331,331,1977,6.3818052594172,5.339449541284404,5.55625,5.8828125,3931,1139,3625,1107,728,384,6166,2494,1367,721,11,77,47,10,59,33
48230929,advances in polymer technology,Still in DOAJ index,1098-2329,1877,4580,4580,1981,7.616056562995994,5.671774193548387,7.414491209376665,5.511841419544229,40786,22122,35923,19406,2660,1589,97129,53630,4069,3358,332,870,866,402,831,833
2765008485,advances in radiation oncology,Still in DOAJ index,2452-1094,767,4386,4386,2005,16.799916698125053,8.026856240126381,21.66232073011734,15.206648909192971,18955,3919,15037,3278,1649,738,69171,18226,2538,1483,139,473,495,123,230,246
16638557,advances in rehabilitation,Still in DOAJ index,1734-4948,276,404,404,1999,3.385691056910569,2.7115384615384617,1.9927536231884058,2.205637657361795,2307,178,2223,172,732,93,7844,635,964,125,1,26,1,1,25,5
170509739,advances in science and research,Still in DOAJ index,1992-0636,391,1257,1257,2007,8.81652434301978,6.518115942028985,8.820971867007673,6.367544513361682,5957,2923,4729,2559,692,515,13689,9057,1266,1205,87,263,221,86,219,197
2764421102,advances in scientific and applied accounting,Still in DOAJ index,1983-8611,254,133,133,2008,4.349126637554586,3.176056338028169,3.216535433070866,3.675757575757576,1330,409,1229,364,320,74,2048,836,526,110,7,16,11,10,42,19
2739124158,advances in simulation,Still in DOAJ index,2059-0628,176,667,667,2016,10.355699546485262,7.691275167785235,12.295454545454545,7.5121930765671285,5587,1601,4260,1275,1023,419,13136,5129,1570,910,67,123,118,64,81,77
2738252563,aera open,Still in DOAJ index,2332-8584,433,1073,1073,1800,11.710221576668944,9.7911227154047,12.055427251732102,10.691794871794874,11921,3708,9936,2959,1534,756,26083,6841,1869,1136,53,232,217,81,179,170
103097414,aerosol and air quality research,Still in DOAJ index,1680-8584,2601,5665,5665,2001,11.619853388413828,7.034889203206035,14.609765474817378,9.385604750837524,55450,34236,34762,21936,2635,1963,84141,69036,4098,4083,985,1285,1322,1266,1510,1591
97300331,african human rights law journal,Still in DOAJ index,1609-073X,554,10,10,2000,3.011038131727787,2.822314049586777,1.2093862815884477,3.7387218045112784,106,1807,106,1414,40,317,123,1820,37,348,1,1,2,1,54,51
48434751,african invertebrates,Still in DOAJ index,2305-2562,853,552,552,1913,5.049163890521915,4.297539149888143,2.947245017584994,4.635507246376813,7241,5388,5541,3870,720,584,8671,7078,940,1125,203,247,115,275,264,127
2764551816,african journal of business ethics,Still in DOAJ index,1817-7417,129,148,148,2005,5.122895622895623,4.942528735632184,3.8217054263565893,2.088235294117647,2343,499,2103,441,621,156,3394,836,762,227,17,32,28,25,15,21
2738150088,african journal of disability,Still in DOAJ index,2226-7220,247,585,585,2012,6.8669757419757405,4.180124223602484,7.186234817813765,6.692873563218391,5818,1748,4929,1288,1553,441,13360,3498,1607,687,88,118,140,77,83,95
2738564287,african journal of emergency medicine,Still in DOAJ index,2211-419X,620,1542,1542,2011,6.543126520470273,4.514824797843666,6.987096774193549,4.576747682349096,9758,2620,7963,2057,1692,801,36965,8248,2540,1295,169,197,246,136,111,126
85105959,african population studies,Still in DOAJ index,2308-7854,731,572,572,1969,5.546904616547475,4.678983833718245,3.969904240766074,4.889473684210526,6808,2964,5619,2524,977,637,11251,5745,1115,910,98,106,94,98,139,139
2765077952,african vision and eye health,Still in DOAJ index,2410-1516,417,489,489,2005,5.786706948640482,3.9113300492610836,4.793764988009593,4.109129560915276,7112,780,5684,625,1102,268,16772,1933,1521,405,68,63,90,64,45,61
174672550,aging cell,Still in DOAJ index,1474-9718,2188,13199,13199,2002,18.748230369317074,9.379144641999039,32.02285191956124,15.740922128384842,108513,116971,71004,73532,3450,4732,263239,266065,4649,5650,1362,2017,1967,1082,1750,1727
2737313858,agricultural & environmental letters,Still in DOAJ index,2471-9625,162,635,635,2016,17.00721421807359,16.466666666666665,18.04320987654321,12.670590828924162,3336,1041,3059,934,639,258,10342,3816,1082,597,25,132,104,24,82,61
2764593300,agricultural and resource economics review,Still in DOAJ index,2372-2614,810,1374,1374,1993,7.990388239728611,6.830633284241531,7.474074074074074,7.582089201877932,19731,12982,15196,10924,1524,1678,23366,20590,1889,2330,259,490,112,294,400,76
2764393385,agricultural science and technology,Still in DOAJ index,1313-8820,1352,178,178,1975,2.731797996976568,2.6415929203539825,0.40014792899408286,0.6523236462990559,255,802,204,754,107,367,547,2825,131,499,20,4,0,8,42,2
2764837602,agrivita journal of agricultural science,Still in DOAJ index,0126-0537,547,673,673,2007,4.034512164534739,3.082474226804124,3.0621572212065815,2.499865706070086,3217,827,3043,772,813,266,9137,2908,959,456,33,67,27,33,106,51
2737085538,agrolife scientific journal,Still in DOAJ index,2285-5718,220,476,476,2012,3.490356142456982,3.2962962962962963,1.6772727272727272,1.3574324324324327,1970,271,1931,251,706,109,6083,915,861,163,6,39,6,8,18,4
2764690080,agronomy research,Still in DOAJ index,1406-894X,1342,2201,2201,2003,4.0068891154065565,2.9447236180904524,2.360655737704918,2.0518501070954085,11190,6196,9604,5554,1730,1256,26636,18280,2031,1727,229,292,108,249,329,127
2764993483,ain shams engineering journal,Still in DOAJ index,2090-4479,1585,3637,3637,2010,6.92898375063647,5.476575121163166,6.584858044164037,6.873455850001692,46499,18636,39345,16100,4243,2008,82435,37509,4748,3318,413,824,771,509,622,611
12967714,aisthesis,Still in DOAJ index,0568-3939,743,219,219,2000,2.18993993993994,2.2085308056872037,0.6191117092866757,1.6666666666666667,1079,449,1026,418,234,120,1174,596,183,155,8,18,14,10,10,16
2764899362,akce international journal of graphs and combinatorics,Still in DOAJ index,0972-8600,464,830,830,2004,7.535412474849095,7.05,6.077586206896552,6.904356338717572,4935,1205,3631,1085,460,235,4690,1900,1069,554,57,262,230,57,140,111
2736662123,akroterion,Still in DOAJ index,0303-1896,454,122,122,1970,2.2563291139240507,2.1589403973509933,0.801762114537445,0.4,1651,196,1531,172,203,67,1756,310,121,86,17,13,15,20,16,13
2738044344,aktualności neurologiczne,Still in DOAJ index,1641-9227,429,510,510,2005,6.134918177797435,5.431472081218274,4.696969696969697,2.583496280960049,11073,158,10020,124,1616,46,41651,398,1950,63,27,69,18,29,23,4
2737918214,alcoholism and drug addiction,Still in DOAJ index,0867-4361,143,132,132,2014,7.186438389788905,5.538461538461538,5.34965034965035,4.909792626728111,1517,138,1412,129,512,76,4580,427,704,126,7,25,15,9,19,4
2764667613,alcoholism and psychiatry research,Still in DOAJ index,1849-8582,194,80,80,2005,4.180666666666666,3.764044943820225,1.922680412371134,1.951021711366539,499,8193,468,8171,226,1551,1722,32189,354,2749,6,8,1,6,8,2
2764413287,alexandria engineering journal,Still in DOAJ index,1110-0168,2656,6489,6489,2001,9.334466059534993,7.592007893438579,8.740210843373495,8.650482949590089,78430,30473,61508,24693,5677,2456,138579,60094,6084,3955,747,1463,1461,792,960,993
2739130575,algerian journal of natural products,Still in DOAJ index,2353-0391,84,0,0,2014,3.8549382716049383,3.3448275862068964,2.1785714285714284,1.4700680272108844,0,64,0,64,0,45,0,289,0,72,0,0,0,0,3,2
3205081216,all earth,Still in DOAJ index,2766-9645,9,26,26,2021,5.0,2.5,2.7777777777777777,1.642857142857143,326,0,323,0,121,0,999,0,303,0,0,3,7,0,0,0
2738681801,alsinatuna,Still in DOAJ index,2477-5371,64,0,0,2017,1.5,1.5,0.046875,0.0,0,5,0,5,0,2,0,11,0,4,0,0,0,0,0,0
2736790924,american journal of experimental and clinical research,Still in DOAJ index,2330-9237,92,99,99,2014,6.162454212454212,5.833333333333333,4.293478260869565,3.198436389481166,543,32,538,32,338,28,2402,140,392,34,1,7,7,1,3,5
2765008417,american journal of ophthalmology case reports,Still in DOAJ index,2451-9936,1203,4148,4148,2016,12.098424322149722,5.0476190476190474,17.331670822942645,8.827614461867558,16827,2421,14927,2176,1726,519,52859,9557,2398,1127,103,309,337,100,116,111
2739049016,american journal of perinatology reports,Still in DOAJ index,2157-6998,497,2126,2126,2011,10.903542086910965,5.280130293159609,14.03420523138833,7.366680532671961,8838,1909,8237,1854,1614,745,36593,9259,2124,1230,24,129,159,27,78,82
2898414600,ampersand,Still in DOAJ index,2215-0390,75,130,130,2014,4.98235544217687,3.98,3.44,3.6333333333333337,3008,307,2845,296,536,130,3529,507,678,217,2,37,36,2,21,23
2739218046,anaesthesiology intensive therapy,Still in DOAJ index,1642-5758,671,816,816,2012,8.810333617009368,7.252566735112937,10.740685543964233,5.558475257880957,7942,3974,6792,3421,1265,1164,27541,20148,1729,1738,60,101,58,59,159,85
2739327592,anafora,Still in DOAJ index,1849-2339,112,18,18,1981,1.7727272727272727,1.7037037037037037,0.4017857142857143,1.0,97,10,97,10,28,7,115,16,10,7,1,1,0,1,0,0
32965104,anales cervantinos,Still in DOAJ index,0569-9878,737,131,131,1959,2.1706989247311825,2.1411290322580645,0.6743554952510177,4.95,2374,638,2062,444,287,64,2548,441,253,90,80,25,21,108,20,21
2737205574,anales de la facultad de medicina,Still in DOAJ index,2301-1254,2562,1164,1164,1967,3.2329015728393333,3.257459505541347,1.5940671350507416,1.384792470677699,7121,2814,6668,2457,1598,616,25266,8250,1549,597,80,63,83,93,85,162
2736353661,analisis,Still in DOAJ index,2502-3969,528,93,93,1999,2.9049844236760127,2.902173913043478,0.5113636363636364,0.3181818181818182,521,102,508,95,86,23,702,239,95,53,0,6,4,0,4,3
2739376119,analysis and geometry in metric spaces,Still in DOAJ index,2299-3274,124,187,187,2013,9.9318138651472,11.176991150442477,8.10483870967742,7.642857142857142,2266,962,1800,875,254,162,1781,803,424,277,19,74,49,18,71,35
131162334,analytical cellular pathology,Still in DOAJ index,2210-7177,794,3341,3341,1990,10.645087354001536,6.982142857142857,12.96095717884131,7.276915350731144,25629,10971,23270,9893,2751,2083,108604,47269,3205,2752,158,467,415,170,355,304
983721078,anatolian journal of cardiology,Still in DOAJ index,2149-2263,1669,3223,3223,2001,8.755060954264797,7.068679245283019,9.936488915518275,5.337982489172613,16475,4131,14723,3884,1926,1299,71204,20683,2623,1851,162,253,180,156,188,136
78534000,andean geology,Still in DOAJ index,0718-7106,777,862,862,1987,7.298168674869111,6.3892508143322475,6.541827541827542,7.573131482896189,9387,7551,6779,4559,492,500,12137,11058,1037,1155,189,237,190,212,337,255
2739306321,andrologiâ i genitalʹnaâ hirurgiâ,Still in DOAJ index,2070-9781,40,17,17,2012,3.0,5.0,0.275,0.19157088122605365,37,12,37,12,28,4,179,78,48,3,0,0,0,0,0,0
2738452296,anglophonia,Still in DOAJ index,2427-0466,195,19,19,1997,2.6842105263157894,3.0,0.2358974358974359,3.0,96,76,96,69,53,25,115,76,55,17,2,1,0,2,4,0
66388299,animal,Still in DOAJ index,1751-732X,7515,24994,24994,1965,11.481373275219996,7.3344278443605315,14.268662674650699,9.577872779608025,285384,81397,185032,51940,8685,3297,464257,139121,7795,4541,3461,5889,5713,2994,3817,3718
2764552168,animal behavior and cognition,Still in DOAJ index,2372-5052,254,313,313,2014,15.089326919993583,10.362244897959183,17.846456692913385,8.092141106094594,5752,1350,4771,1041,676,223,9182,2710,1161,629,24,91,31,33,101,27
90343918,animal cells and systems,Still in DOAJ index,2151-2485,1323,3576,3576,1997,6.473148288457273,4.07774798927614,6.6281179138322,4.146508307714607,33571,4196,30057,3786,3198,1248,106526,14801,3428,1839,289,668,546,287,420,349
2764890660,animal frontiers,Still in DOAJ index,2160-6064,392,930,930,2011,13.953245833127099,13.164420485175203,15.313775510204081,11.835942207240988,9939,5603,9077,4631,1698,975,33156,18267,2234,1827,109,243,258,296,156,181
2737922656,animal migration,Still in DOAJ index,2084-8838,51,160,160,2012,20.27679365079365,14.976744186046512,24.431372549019606,13.809210526315793,1318,332,1147,284,263,105,2938,1132,573,346,5,32,10,4,26,8
2764806997,animal nutrition,Still in DOAJ index,2405-6545,529,2186,2186,2015,11.69738859684756,7.028503562945368,17.497164461247635,8.43768042056119,27383,5710,22131,4833,2461,802,77078,21767,3168,1851,132,386,385,128,205,209
2764931050,animal production,Still in DOAJ index,2541-5875,2641,3999,3999,1959,2.9387652098859003,2.399665551839465,1.410071942446043,1.7248470841327983,23980,41743,15193,27463,1127,1445,30740,57054,1189,1935,1251,705,609,1085,707,650
2764819964,animal reproduction,Still in DOAJ index,1806-9614,1869,2253,2253,2005,9.437956488293596,8.446640316205533,11.044408774745854,4.518642893633528,25284,4144,19361,3386,1763,610,58784,12588,2520,1274,111,411,306,143,325,229
2737297340,ankara medical journal,Still in DOAJ index,1303-2283,593,125,125,2012,4.197177944862155,3.402061855670103,3.5868465430016863,2.320460231193926,384,293,383,263,267,106,1789,796,332,90,2,7,1,2,9,3
63956823,annales geophysicae,Still in DOAJ index,0992-7689,6377,8405,8405,1959,10.960008826055116,8.40885578315746,10.136898228006899,10.258424463923442,142343,121956,58468,61812,1314,1992,76025,94791,2561,3814,3244,3835,3624,3196,4139,3796
2764503192,annals of agricultural sciences,Still in DOAJ index,0570-1783,437,930,930,1956,4.458537557282328,3.5853658536585367,2.3615560640732265,2.3176363411771974,10286,4913,9508,4752,1998,1094,31846,19780,2444,2032,32,110,97,32,84,78
2764432365,annals of business administrative science,Still in DOAJ index,1347-4456,243,111,111,2002,4.110800744878957,4.017964071856287,2.9588477366255144,2.4285714285714284,3460,1062,2054,470,311,115,2908,589,659,193,197,127,146,187,114,128
2764382054,annals of clinical and translational neurology,Still in DOAJ index,2328-9503,1324,11030,11030,2014,22.47989488141049,11.353960396039604,35.73942598187311,20.357442855076005,46818,18356,39269,16241,2872,2099,174117,78761,4150,3299,255,1153,1155,222,838,822
2764654664,annals of clinical microbiology,Still in DOAJ index,2288-6850,278,475,475,2005,10.589116794211582,8.292682926829269,10.348920863309353,4.990515916831706,2439,323,2179,282,438,116,10823,1235,1044,177,20,58,56,21,38,36
206570889,annals of glaciology,Still in DOAJ index,1727-5644,3806,5930,5930,1980,7.947552687295377,6.451879958606416,7.290593799264319,7.3848113602603735,63558,86264,28105,38364,1338,1757,43915,62711,1986,3059,2227,2411,1342,2118,2548,1382
2765065622,annals of global health,Still in DOAJ index,2214-9996,2568,3656,3656,2014,11.282210628312955,7.848433530906012,10.235202492211839,5.206776644631803,19445,7428,17731,6858,3314,2158,82988,35408,4323,3302,123,405,452,129,323,347
32516778,annals of hepatology,Still in DOAJ index,2659-5982,2118,7823,7823,2002,11.591568347263077,8.344283006948832,14.7780925401322,7.728092647697122,57103,23308,42873,20350,3405,3388,166319,89990,3983,3661,477,944,809,448,629,545
203391715,annals of medicine,Still in DOAJ index,1365-2060,3087,9299,9299,1935,16.36683633265307,12.5369918699187,19.82896015549077,12.569652285879192,136851,104436,120004,99678,5237,8011,414695,363394,5419,6754,391,2073,1835,408,1460,1316
110711237,annals of microbiology,Still in DOAJ index,1869-2044,2287,8589,8589,1960,7.26683033412712,4.220833333333333,9.060341058154789,5.330872748107119,83420,28515,64571,24879,4113,2535,178257,85286,5182,4037,561,1446,1316,568,1247,1134
27558522,annals of noninvasive electrocardiology,Still in DOAJ index,1542-474X,1810,7166,7166,1996,10.83299872332431,7.018909090909091,14.265193370165745,7.570059516295217,40927,20182,24388,15699,1722,2306,78761,54657,2642,3097,669,871,814,622,625,577
2764536087,annals of pediatric endocrinology & metabolism,Still in DOAJ index,2287-1292,506,973,973,2007,8.466583236304812,6.36,9.209486166007904,5.0759938578001425,11742,2803,10063,2583,1558,954,43831,12819,2218,1517,90,124,126,84,67,69
2764809823,annals of pediatric surgery,Still in DOAJ index,2090-5394,494,1477,1477,2007,5.095505721668511,4.444444444444445,3.92914979757085,2.5423813790749277,7919,473,7149,436,1170,183,24768,1736,1469,290,32,65,24,34,36,2
2754925757,annals of rehabilitation medicine,Still in DOAJ index,2234-0653,2515,3173,3173,2000,4.675095658602176,3.8977695167286246,2.9518886679920477,2.3120574255005204,26324,11568,21312,10001,2677,2185,73627,41001,3078,2755,483,283,283,519,281,227
61805644,annals of saudi medicine,Still in DOAJ index,0256-4947,4656,10698,10698,1981,3.8373085894096954,3.490004253509145,2.35266323024055,1.7049161641243862,65654,29483,58748,25289,4353,5239,211202,98902,4019,4080,1025,709,706,872,636,649
2736612789,annals of silvicultural research,Still in DOAJ index,2284-354X,164,131,131,2008,7.936304647733221,8.149253731343284,7.871951219512195,5.421440630124103,1095,510,1041,414,295,139,3531,1616,540,291,6,31,16,9,56,35
2736972478,annals of spiru haret university economic series,Still in DOAJ index,2393-1795,420,151,151,2009,2.3803030303030304,2.3533834586466167,0.7142857142857143,0.8368544600938966,608,228,600,219,246,88,1073,508,293,137,12,5,3,12,11,8
188641010,annals of thoracic and cardiovascular surgery,Still in DOAJ index,2186-1005,2284,5512,5512,1995,7.609251864448496,5.80010718113612,10.475481611208407,5.4348422654465764,26249,18376,22059,17058,1830,2623,83155,72106,2196,2574,283,505,402,299,377,310
56890723,annals of vascular diseases,Still in DOAJ index,1881-6428,978,3002,3002,2008,9.320882387545854,6.8895104895104895,12.80879345603272,5.519107487588091,13813,4102,11291,3688,1443,1060,45528,17691,1906,1475,210,273,208,187,171,133
131365115,anthropological journal of european cultures,Still in DOAJ index,1755-2931,272,91,91,1992,4.28476821192053,4.166666666666667,2.224264705882353,2.1333333333333333,1210,604,1111,563,310,230,1347,727,265,280,9,25,14,17,45,10
2737580510,anthropology & aging,Still in DOAJ index,2374-2267,233,125,125,2010,6.992342342342343,5.879432624113475,4.665236051502146,8.433333333333334,1598,235,1476,219,465,121,2653,482,500,203,6,31,19,6,22,18
88815126,anthropology in action,Still in DOAJ index,1752-2285,349,233,233,1995,6.994202898550724,6.666666666666667,3.492836676217765,7.642857142857143,1911,1012,1744,941,583,411,3128,1779,630,513,15,48,16,18,43,9
