Journal_Title_Normalized,added,Journal Title,ISSN,Remove_Date,Add_Date,Reason,Data Source,URL,reason_category
kritika kultura,False,Kritika Kultura,1656-152X,2017-09-11,1677-09-22,Journal not adhering to Best Practice,DOAJ,,interesting reason
"kritikos. journal of postmodern cultural sound, text and image",False,"Kritikos. Journal of postmodern cultural sound, text and image",1552-5112,2017-07-12,1677-09-22,Journal not adhering to Best Practice,DOAJ,,interesting reason
ksu doga bilimleri dergisi,False,KSU Doga Bilimleri Dergisi,1309-1743,2017-06-20,1677-09-22,Journal not adhering to Best Practice,DOAJ,,interesting reason
kybernetika,False,Kybernetika,0023-5954,2017-06-24,1677-09-22,Journal not adhering to Best Practice,DOAJ,,interesting reason
kyungpook mathematical journal,False,Kyungpook Mathematical Journal,1225-6951,2017-07-30,1677-09-22,Journal not adhering to Best Practice,DOAJ,,interesting reason
kōtuitui: new zealand journal of social sciences online,False,Kōtuitui: New Zealand Journal of Social Sciences Online,1177-083X,2017-06-27,1677-09-22,Journal not adhering to Best Practice,DOAJ,,interesting reason
l'atelier,False,L'Atelier,2109-9103,2016-12-31,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
l'infirmière clinicienne,False,L'Infirmière Clinicienne,1923-5577,2016-12-04,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
la aljaba (luján),False,La Aljaba (Luján),1669-5704,2017-02-17,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
la mirada de telemo,False,La Mirada de Telemo,2073-0837,2017-02-21,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
la révolution française : cahiers de l’institut d’histoire de la révolution française,False,La Révolution Française : Cahiers de l’Institut d’Histoire de la Révolution Française,2105-2557,2016-09-25,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
la zaranda de ideas : revista de jóvenes investigadores en arqueología,False,La Zaranda de Ideas : Revista de Jóvenes Investigadores en Arqueología,1669-7456,2016-01-21,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
laissez-faire,False,Laissez-Faire,1683-9145,2015-10-21,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
language education & assessment,False,Language Education & Assessment,2209-3591,2021-12-22,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
lapis lazuli : an international literary journal,False,Lapis Lazuli : an International Literary Journal,2249-4529,2017-02-22,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
learning communities : international journal of learning in social contexts,False,Learning Communities : International Journal of Learning in Social Contexts,2202-7904,2017-07-18,1677-09-22,Journal not adhering to Best Practice,DOAJ,,interesting reason
lectio socialis,False,Lectio Socialis,2602-2524,2021-08-26,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
lecture notes in engineering and computer science,False,Lecture Notes in Engineering and Computer Science,2078-0958,2017-06-24,1677-09-22,Journal not adhering to Best Practice,DOAJ,,interesting reason
leksema,False,Leksema,2527-8088,2019-03-28,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
lenterabio,False,LenteraBio,2252-3979,2019-11-22,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
letters in applied nanobioscience,False,Letters in Applied NanoBioScience,2284-6808,2017-07-03,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
lex et scientia,False,Lex et Scientia,1583-039X,2017-07-18,1677-09-22,Journal not adhering to Best Practice,DOAJ,,interesting reason
lex librum,False,Lex Librum,2621-9867,2021-06-22,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
libros de la corte.es,False,Libros de la Corte.es,1989-6425,2016-08-16,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
life research,False,Life Research,2624-0548,2020-03-13,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
life science,False,Life Science,2252-6277,2021-04-08,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
limbaj şi context,False,Limbaj şi Context,1857-4149,2017-05-21,1677-09-22,Journal not adhering to Best Practice,DOAJ,,interesting reason
lingua montenegrina,False,Lingua Montenegrina,1800-7007,2016-12-24,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
lingua posnaniensis,False,Lingua Posnaniensis,2083-6090,2022-04-27,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
"lingua romana : a journal of french, italian and romanian culture",False,"Lingua Romana : a Journal of French, Italian and Romanian Culture",1551-4730,2016-09-30,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
lingua: jurnal ilmu bahasa dan sastra,False,Lingua: Jurnal Ilmu Bahasa dan Sastra,1693-4725,2018-10-01,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
linguistics journal,False,Linguistics Journal,1718-2301,2017-06-24,1677-09-22,Journal not adhering to Best Practice,DOAJ,,interesting reason
lisania: journal of arabic education and literature,False,Lisania: Journal of Arabic Education and Literature,2086-9304,2018-10-29,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
literary london journal,False,Literary London Journal,1744-0807,2017-01-24,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
lithuanian annual strategic review,False,Lithuanian Annual Strategic Review,2335-870X,2022-04-27,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
lithuanian foreign policy review,False,Lithuanian Foreign Policy Review,1392-5504,2017-01-29,1677-09-22,no OA statement no licence,DOAJ,,interesting reason
littera antiqua,False,Littera Antiqua,2082-9264,2017-04-03,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
ljetopis studijskog centra socijalnog rada,False,Ljetopis Studijskog Centra Socijalnog Rada,1846-5412,2017-01-21,1677-09-22,no licence,DOAJ,,interesting reason
lljournal,False,LLJournal,1930-1693,2017-06-08,1677-09-22,Journal not adhering to Best Practice,DOAJ,,interesting reason
logi,False,LOGI,2336-3037,2022-04-14,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
logistics journal : nicht-referierte veröffentlichungen,False,Logistics Journal : Nicht-referierte Veröffentlichungen,1860-5923,2015-06-17,1677-09-22,Journal not adhering to Best Practice,DOAJ,,interesting reason
lokavishkar international e-journal,False,Lokavishkar International E-Journal,2277-727X,2017-10-13,1677-09-22,Journal not adhering to Best Practice,DOAJ,,interesting reason
looking glass : new perspectives on children's literature,False,Looking Glass : New Perspectives on Children's Literature,1551-5680,2017-09-11,1677-09-22,Journal not adhering to Best Practice,DOAJ,,interesting reason
low carbon economy,False,Low Carbon Economy," 2158-7000, 2158-7019",2015-06-26,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
lucrari stiintifice. seria zootehnie,False,Lucrari Stiintifice. Seria Zootehnie,1454-7368,2017-07-18,1677-09-22,Journal not adhering to Best Practice,DOAJ,,interesting reason
lucrări ştiinţifice : management agricol,False,Lucrări Ştiinţifice : Management Agricol,1453-1410,2015-12-07,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
machine design,False,Machine Design,1821-1259,2017-01-28,1677-09-22,no OA statement no licence,DOAJ,,interesting reason
madagascar conservation & development,False,Madagascar Conservation & Development,1662-2510,2017-09-01,1677-09-22,Journal not adhering to Best Practice,DOAJ,,interesting reason
magyar nyelvőr : a magyar tudományos akadémia anyanyelvi bizottságának folyóirata,False,Magyar Nyelvőr : a Magyar Tudományos Akadémia Anyanyelvi Bizottságának Folyóirata,0025-0236,2017-06-08,1677-09-22,Journal not adhering to Best Practice,DOAJ,,interesting reason
majlesi journal of electrical engineering,False,Majlesi Journal of Electrical Engineering,2345-3796,2017-08-31,1677-09-22,Journal not adhering to Best Practice,DOAJ,,interesting reason
makara journal of health research,False,Makara Journal of Health Research,2356-3656,2021-06-14,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
makara seri kesehatan,False,Makara Seri Kesehatan,1693-6728,2021-06-14,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
malaysian applied biology,False,Malaysian Applied Biology,0126-8643,2017-07-18,1677-09-22,Journal not adhering to Best Practice,DOAJ,,interesting reason
malaysian journal of nursing,False,Malaysian Journal of Nursing,2231-7007,2018-01-26,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
malta journal of health sciences,False,Malta Journal of Health Sciences,2312-5705,2020-10-07,1677-09-22,Journal not adhering to best practice,DOAJ,,interesting reason
management in health,False,Management in Health,1453-4541,2016-03-03,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
management science and engineering,False,Management Science and Engineering,1913-0341,2015-10-23,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
manuscrits: revista d'història moderna,False,Manuscrits: Revista d'Història Moderna,0213-2397,2017-06-30,1677-09-22,Journal not adhering to Best Practice,DOAJ,,interesting reason
marketing and branding research,False,Marketing and Branding Research,2476-3160,2018-01-29,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
marmara pharmaceutical journal,False,Marmara Pharmaceutical Journal,1309-0801,2017-04-04,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
mass communication research,False,Mass Communication Research,1016-1007,2021-03-30,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
masyarakat: jurnal sosiologi,False,Masyarakat: Jurnal Sosiologi,2460-8165,2022-03-16,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
matematičnì studìï,False,Matematičnì Studìï,1027-4634,2017-03-10,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
material sciences,False,Material Sciences,"2160-7613, 2160-7621",2015-06-26,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
materials science-poland,False,Materials Science-Poland,2083-134X,2022-04-14,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
materials sciences and applications,False,Materials Sciences and Applications," 2153-117X, 2153-1188",2015-06-26,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
materialy po arheologii i istorii antičnogo i srednevekovogo kryma,False,Materialy po Arheologii i Istorii Antičnogo i Srednevekovogo Kryma,2219-8857,2019-06-27,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
mathematica aeterna,False,Mathematica Aeterna,1314-3336,2017-02-15,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
mathematica æterna,False,Mathematica Æterna,1314-3344,2021-05-18,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
mathematical modelling of engineering problems,False,Mathematical Modelling of Engineering Problems,2369-0739,2018-03-15,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
mathematics and its applications: annals of the academy of romanian scientists,False,Mathematics and its Applications: Annals of the Academy of Romanian Scientists,2066-5997,2021-09-30,1677-09-22,Journal not adhering to best practice,DOAJ,,interesting reason
mathematics and mechanics of complex systems,False,Mathematics and Mechanics of Complex Systems,2325-3444,2017-01-03,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
matics,False,Matics,1978-161X,2018-10-01,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
matrizes : revista do programa de pós-graduação em comunicação da universidade de são paulo,False,MATRIZes : Revista do Programa de Pós-Graduação em Comunicação da Universidade de São Paulo,1982-2073,2016-09-22,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
matʹ i ditâ v kuzbasse,False,Matʹ i ditâ v Kuzbasse,1991-010X,2019-03-28,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
maydica,False,Maydica,0025-6153,2017-06-12,1677-09-22,Journal not adhering to Best Practice,DOAJ,,interesting reason
mcgill journal of education,False,McGill Journal of Education,1916-0666,2016-12-23,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
mcgill science undergraduate research journal,False,McGill Science Undergraduate Research Journal,1718-0775,2017-02-07,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
mcnair scholars research journal,False,McNair Scholars Research Journal,2166-109X,2017-03-25,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
meandros medical and dental journal,False,Meandros Medical and Dental Journal,2149-9063,2021-04-26,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
mechanical engineering research,False,Mechanical Engineering Research,"1927-0607, 1927-0615",2015-09-11,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
"mechanics, materials science & engineering",False,"Mechanics, Materials Science & Engineering",2412-5954,2018-10-22,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
med one,False,Med One,2397-9119,2019-11-26,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
medeniyet medical journal,False,Medeniyet Medical Journal,2149-2042,2022-02-16,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
media akuakultur,False,Media Akuakultur,1907-6762,2019-02-21,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
media ilmiah teknologi pangan,False,Media Ilmiah Teknologi Pangan,2407-3814,2020-09-02,1677-09-22,Journal not adhering to best practice,DOAJ,,interesting reason
