Journal_Title_Normalized,added,Journal Title,ISSN,Remove_Date,Add_Date,Reason,Data Source,URL,reason_category
journal of islamic and religious studies,True,Journal of Islamic and Religious Studies,2519-7118,1677-09-22,2017-08-30,Still in DOAJ index,DOAJ,http://www.jirs.uoh.edu.pk/jirs/index.php?journal=JIRS,interesting reason
journal of islamic dental association of iran,True,Journal of Islamic Dental Association of Iran,2383-3041,1677-09-22,2019-04-15,Still in DOAJ index,DOAJ,http://jidai.ir/,interesting reason
journal of islamic economic laws,True,Journal of Islamic Economic Laws,2651-6144,1677-09-22,2021-06-11,Still in DOAJ index,DOAJ,http://journals.ums.ac.id/index.php/jisel/index,interesting reason
journal of islamic jerusalem studies,True,Journal of Islamic Jerusalem Studies,1367-1936,1677-09-22,2020-10-23,Still in DOAJ index,DOAJ,http://isravakfi.org/journal,interesting reason
journal of islamic monetary economics and finance,True,Journal of Islamic Monetary Economics and Finance,2460-6146,1677-09-22,2017-07-10,Still in DOAJ index,DOAJ,http://jimf-bi.org/index.php/JIMF,interesting reason
journal of islamic studies,True,Journal of Islamic Studies,1658-6301,1677-09-22,2018-04-27,Still in DOAJ index,DOAJ,http://jis.ksu.edu.sa/en/,interesting reason
journal of istanbul university faculty of dentistry,True,Journal of Istanbul University Faculty of Dentistry,2149-2352,1677-09-22,2016-03-23,Still in DOAJ index,DOAJ,http://www.journals.istanbul.edu.tr/iudis/index,interesting reason
journal of italian philosophy,True,Journal of Italian Philosophy,2515-6039,1677-09-22,2022-01-24,Still in DOAJ index,DOAJ,https://research.ncl.ac.uk/italianphilosophy/,interesting reason
journal of jesuit studies,True,Journal of Jesuit Studies,2214-1332,1677-09-22,2016-08-16,Still in DOAJ index,DOAJ,https://brill.com/view/journals/jjs/jjs-overview.xml,interesting reason
journal of kerman university of medical sciences,True,Journal of Kerman University of Medical Sciences,1023-9510,1677-09-22,2021-12-27,Still in DOAJ index,DOAJ,http://jkmu.kmu.ac.ir/,interesting reason
journal of kidney cancer and vhl,True,Journal of Kidney Cancer and VHL,2203-5826,1677-09-22,2014-09-04,Still in DOAJ index,DOAJ,https://jkcvhl.com,interesting reason
journal of king saud university: computer and information sciences,True,Journal of King Saud University: Computer and Information Sciences,1319-1578,1677-09-22,2016-05-03,Still in DOAJ index,DOAJ,http://www.journals.elsevier.com/journal-of-king-saud-university-computer-and-information-sciences/,interesting reason
journal of king saud university: engineering sciences,True,Journal of King Saud University: Engineering Sciences,1018-3639,1677-09-22,2016-05-03,Still in DOAJ index,DOAJ,http://www.journals.elsevier.com/journal-of-king-saud-university-engineering-sciences/,interesting reason
journal of king saud university: science,True,Journal of King Saud University: Science,1018-3647,1677-09-22,2016-05-03,Still in DOAJ index,DOAJ,http://www.journals.elsevier.com/journal-of-king-saud-university-science/,interesting reason
journal of korean medical science,True,Journal of Korean Medical Science,1598-6357,1677-09-22,2019-09-09,Still in DOAJ index,DOAJ,https://www.jkms.org,interesting reason
journal of korean neurosurgical society,True,Journal of Korean Neurosurgical Society,1598-7876,1677-09-22,2019-07-25,Still in DOAJ index,DOAJ,https://www.jkns.or.kr/,interesting reason
journal of laboratory medicine,True,Journal of Laboratory Medicine,2567-9449,1677-09-22,2021-02-12,Still in DOAJ index,DOAJ,https://www.degruyter.com/view/journals/labm/labm-overview.xml,interesting reason
journal of landscape ecology,True,Journal of Landscape Ecology,1805-4196,1677-09-22,2014-12-17,Still in DOAJ index,DOAJ,https://sciendo.com/journal/JLECOL,interesting reason
journal of language and education,True,Journal of Language and Education,2411-7390,1677-09-22,2017-09-06,Still in DOAJ index,DOAJ,https://jle.hse.ru/about,interesting reason
journal of language and literature,True,Journal of Language and Literature,2580-5878,1677-09-22,2021-03-22,Still in DOAJ index,DOAJ,https://e-journal.usd.ac.id/index.php/JOLL,interesting reason
journal of language horizons,True,Journal of Language Horizons,2588-350X,1677-09-22,2021-01-04,Still in DOAJ index,DOAJ,https://lghor.alzahra.ac.ir/,interesting reason
journal of languages and language teaching,True,Journal of Languages and Language Teaching,2621-1378,1677-09-22,2020-06-23,Still in DOAJ index,DOAJ,https://e-journal.undikma.ac.id/index.php/jollt/index,interesting reason
journal of languages for specific purposes,True,Journal of Languages for Specific Purposes,2359-9103,1677-09-22,2016-06-09,Still in DOAJ index,DOAJ,http://jlsp.steconomiceuoradea.ro/,interesting reason
journal of large-scale research facilities jlsrf,True,Journal of large-scale research facilities JLSRF,2412-8260,1677-09-22,2017-04-03,Still in DOAJ index,DOAJ,http://jlsrf.org/index.php/lsf/index,interesting reason
journal of latin cosmopolitanism and european literatures,True,Journal of Latin Cosmopolitanism and European Literatures,2593-743X,1677-09-22,2020-03-09,Still in DOAJ index,DOAJ,https://jolcel.ugent.be,interesting reason
journal of law and legal reform,True,Journal of Law and Legal Reform,2715-0968,1677-09-22,2020-04-13,Still in DOAJ index,DOAJ,https://journal.unnes.ac.id/sju/index.php/jllr/index,interesting reason
journal of law and the biosciences,True,Journal of Law and the Biosciences,2053-9711,1677-09-22,2015-01-06,Still in DOAJ index,DOAJ,https://academic.oup.com/jlb,interesting reason
journal of leadership in organizations,True,Journal of Leadership in Organizations,2656-8810,1677-09-22,2020-02-18,Still in DOAJ index,DOAJ,https://jurnal.ugm.ac.id/leadership/index,interesting reason
journal of lean systems,True,Journal of Lean Systems,2448-0266,1677-09-22,2018-03-15,Still in DOAJ index,DOAJ,http://leansystem.ufsc.br/,interesting reason
journal of learning and teaching in digital age,True,Journal of Learning and Teaching in Digital Age,2458-8350,1677-09-22,2017-07-21,Still in DOAJ index,DOAJ,https://dergipark.org.tr/en/pub/joltida,interesting reason
journal of learning development in higher education,True,Journal of Learning Development in Higher Education,1759-667X,1677-09-22,2020-07-09,Still in DOAJ index,DOAJ,https://journal.aldinhe.ac.uk/index.php/jldhe/index,interesting reason
journal of learning for development,True,Journal of Learning for Development,2311-1550,1677-09-22,2015-12-11,Still in DOAJ index,DOAJ,http://jl4d.org/index.php/ejl4d,interesting reason
journal of learning theory and methodology,True,Journal of Learning Theory and Methodology,2708-7573,1677-09-22,2021-03-03,Still in DOAJ index,DOAJ,https://ltmjournal.com/,interesting reason
journal of legal anthropology,True,Journal of Legal Anthropology,1758-9584,1677-09-22,2021-05-06,Still in DOAJ index,DOAJ,https://www.berghahnjournals.com/view/journals/jla/jla-overview.xml?tab_body=About,interesting reason
journal of liberty and international affairs,True,Journal of Liberty and International Affairs,1857-9760,1677-09-22,2015-09-20,Still in DOAJ index,DOAJ,http://e-jlia.com,interesting reason
journal of limb lengthening & reconstruction,True,Journal of Limb Lengthening & Reconstruction,2455-3719,1677-09-22,2018-06-01,Still in DOAJ index,DOAJ,http://www.jlimblengthrecon.org,interesting reason
journal of limnology,True,Journal of Limnology,"1129-5767, 1723-8633",1677-09-22,2015-04-04,Still in DOAJ index,DOAJ,http://www.jlimnol.it,interesting reason
journal of limnology and freshwater fisheries research,True,Journal of Limnology and Freshwater Fisheries Research,2148-9300,1677-09-22,2016-04-12,Still in DOAJ index,DOAJ,http://www.limnofish.org/,interesting reason
journal of lipid and atherosclerosis,True,Journal of Lipid and Atherosclerosis,2288-2561,1677-09-22,2020-03-30,Still in DOAJ index,DOAJ,https://www.e-jla.org/,interesting reason
journal of lipid research,True,Journal of Lipid Research,1539-7262,1677-09-22,2021-03-19,Still in DOAJ index,DOAJ,https://www.journals.elsevier.com/journal-of-lipid-research,interesting reason
journal of lithic studies,True,Journal of Lithic Studies,2055-0472,1677-09-22,2014-07-02,Still in DOAJ index,DOAJ,http://journals.ed.ac.uk/lithicstudies/,interesting reason
journal of liver cancer,True,Journal of Liver Cancer,2383-5001,1677-09-22,2022-02-15,Still in DOAJ index,DOAJ,https://www.e-jlc.org/,interesting reason
journal of liver transplantation,True,Journal of Liver Transplantation,2666-9676,1677-09-22,2021-09-24,Still in DOAJ index,DOAJ,https://www.journals.elsevier.com/journal-of-liver-transplantation/,interesting reason
journal of local government research and innovation,True,Journal of Local Government Research and Innovation,2709-7412,1677-09-22,2021-06-14,Still in DOAJ index,DOAJ,https://jolgri.org/index.php/jolgri,interesting reason
journal of long-term care,True,Journal of Long-Term Care,2516-9122,1677-09-22,2021-05-13,Still in DOAJ index,DOAJ,https://journal.ilpnetwork.org/,interesting reason
"journal of low frequency noise, vibration and active control",True,"Journal of Low Frequency Noise, Vibration and Active Control",2048-4046,1677-09-22,2018-08-21,Still in DOAJ index,DOAJ,http://journals.sagepub.com/home/lfn,interesting reason
journal of lumbini medical college,True,Journal of Lumbini Medical College,2392-4632,1677-09-22,2017-06-24,Still in DOAJ index,DOAJ,http://jlmc.edu.np/index.php/JLMC,interesting reason
journal of lusophone studies,True,Journal of Lusophone Studies,2469-4800,1677-09-22,2017-09-12,Still in DOAJ index,DOAJ,https://jls.apsa.us,interesting reason
journal of magnesium and alloys,True,Journal of Magnesium and Alloys,2213-9567,1677-09-22,2016-05-11,Still in DOAJ index,DOAJ,http://www.journals.elsevier.com/journal-of-magnesium-and-alloys/,interesting reason
journal of magnetic resonance open,True,Journal of Magnetic Resonance Open,2666-4410,1677-09-22,2021-02-15,Still in DOAJ index,DOAJ,https://www.journals.elsevier.com/journal-of-magnetic-resonance-open,interesting reason
journal of magnetism and its applications,True,Journal of Magnetism and Its Applications,2797-507X,1677-09-22,2022-04-22,Still in DOAJ index,DOAJ,http://www.jourmag.org/index.php/jma,interesting reason
journal of mahatma gandhi institute of medical sciences,True,Journal of Mahatma Gandhi Institute of Medical Sciences,2347-1948,1677-09-22,2018-05-16,Still in DOAJ index,DOAJ,http://www.jmgims.co.in,interesting reason
journal of maize research and development,True,Journal of Maize Research and Development,2467-9305,1677-09-22,2016-10-25,Still in DOAJ index,DOAJ,http://nmrp.gov.np/journal-of-maize-research-and-development/,interesting reason
journal of management and accounting,True,Journal of Management and Accounting,2620-6951,1677-09-22,2019-04-11,Still in DOAJ index,DOAJ,http://e-jurnal.unisda.ac.id/index.php/J-MACC/,interesting reason
journal of management and business education,True,Journal of Management and Business Education,2605-1044,1677-09-22,2019-10-21,Still in DOAJ index,DOAJ,https://www.nitoku.com/@journal.mbe/issues,interesting reason
journal of management and business studies,True,Journal of Management and Business Studies,2452-5340,1677-09-22,2022-02-08,Still in DOAJ index,DOAJ,https://revistas.uautonoma.cl/index.php/jmabs,interesting reason
journal of management and entrepreneurship research,True,Journal of Management and Entrepreneurship Research,2723-1658,1677-09-22,2021-06-09,Still in DOAJ index,DOAJ,https://journal.unisnu.ac.id/jmer/index,interesting reason
journal of management and research,True,Journal of Management and Research,2519-7924,1677-09-22,2018-01-02,Still in DOAJ index,DOAJ,https://ojs.umt.edu.pk/index.php/jmr,interesting reason
journal of management science and engineering,True,Journal of Management Science and Engineering,2589-5532,1677-09-22,2020-01-24,Still in DOAJ index,DOAJ,http://www.keaipublishing.com/en/journals/journal-of-management-science-and-engineering/,interesting reason
journal of manufacturing and materials processing,True,Journal of Manufacturing and Materials Processing,2504-4494,1677-09-22,2018-02-05,Still in DOAJ index,DOAJ,http://www.mdpi.com/journal/jmmp,interesting reason
journal of maps,True,Journal of Maps,1744-5647,1677-09-22,2017-08-21,Still in DOAJ index,DOAJ,https://www.tandfonline.com/toc/tjom20/current,interesting reason
journal of marine and island cultures,True,Journal of Marine and Island Cultures,2212-6821,1677-09-22,2015-12-15,Still in DOAJ index,DOAJ,https://jmic.online/,interesting reason
journal of marine medical society,True,Journal of Marine Medical Society,2589-1235,1677-09-22,2018-03-29,Still in DOAJ index,DOAJ,http://www.marinemedicalsociety.in,interesting reason
journal of marine science and engineering,True,Journal of Marine Science and Engineering,2077-1312,1677-09-22,2014-06-22,Still in DOAJ index,DOAJ,http://www.mdpi.com/journal/jmse,interesting reason
journal of marine sciences,True,Journal of Marine Sciences,2633-4674,1677-09-22,2020-06-01,Still in DOAJ index,DOAJ,https://www.hindawi.com/journals/jmb/,interesting reason
journal of marketing and consumer behaviour in emerging markets,True,Journal of Marketing and Consumer Behaviour in Emerging Markets,2449-6634,1677-09-22,2018-07-31,Still in DOAJ index,DOAJ,http://www.wz.uw.edu.pl/portale/journal-of-marketing-and-consumer-behaviour-in-emerging-markets,interesting reason
journal of marlowe studies,True,Journal of Marlowe Studies,2516-421X,1677-09-22,2021-02-23,Still in DOAJ index,DOAJ,https://journals.shu.ac.uk/index.php/Marlstud/,interesting reason
journal of mason graduate research,True,Journal of Mason Graduate Research,2327-0764,1677-09-22,2018-08-15,Still in DOAJ index,DOAJ,http://journals.gmu.edu/jmgr,interesting reason
journal of mass spectrometry and advances in the clinical lab,True,Journal of Mass Spectrometry and Advances in the Clinical Lab,2667-145X,1677-09-22,2021-08-31,Still in DOAJ index,DOAJ,https://www.journals.elsevier.com/journal-of-mass-spectrometry-and-advances-in-the-clinical-lab,interesting reason
journal of materials research and technology,True,Journal of Materials Research and Technology,2238-7854,1677-09-22,2015-11-12,Still in DOAJ index,DOAJ,https://www.journals.elsevier.com/journal-of-materials-research-and-technology/,interesting reason
journal of materials science: materials in medicine,True,Journal of Materials Science: Materials in Medicine,1573-4838,1677-09-22,2021-07-08,Still in DOAJ index,DOAJ,https://www.springer.com/journal/10856,interesting reason
journal of materiomics,True,Journal of Materiomics,2352-8478,1677-09-22,2016-11-30,Still in DOAJ index,DOAJ,http://www.journals.elsevier.com/journal-of-materiomics/,interesting reason
journal of maternal and child health,True,Journal of Maternal and Child Health,2549-0257,1677-09-22,2018-10-08,Still in DOAJ index,DOAJ,http://thejmch.com/,interesting reason
journal of math circles,True,Journal of Math Circles,2690-036X,1677-09-22,2020-11-19,Still in DOAJ index,DOAJ,https://digitalcommons.cwu.edu/mathcirclesjournal/,interesting reason
journal of mathematical cryptology,True,Journal of Mathematical Cryptology,1862-2984,1677-09-22,2020-09-03,Still in DOAJ index,DOAJ,https://www.degruyter.com/view/journals/jmc/jmc-overview.xml,interesting reason
journal of mathematical extension,True,Journal of Mathematical Extension,1735-8299,1677-09-22,2015-07-20,Still in DOAJ index,DOAJ,https://ijmex.com/index.php/ijmex,interesting reason
journal of mathematics education at teachers college,True,Journal of Mathematics Education at Teachers College,2156-1400,1677-09-22,2020-04-09,Still in DOAJ index,DOAJ,https://jmetc.columbia.edu/,interesting reason
journal of mazandaran university of medical sciences,True,Journal of Mazandaran University of Medical Sciences,1735-9260,1677-09-22,2018-06-25,Still in DOAJ index,DOAJ,http://jmums.mazums.ac.ir/index.php?slc_lang=en&sid=1,interesting reason
journal of measurement and evaluation in education and psychology,True,Journal of Measurement and Evaluation in Education and Psychology,1309-6575,1677-09-22,2016-03-21,Still in DOAJ index,DOAJ,http://dergipark.gov.tr/epod,interesting reason
journal of measurements in engineering,True,Journal of Measurements in Engineering,2335-2124,1677-09-22,2019-02-26,Still in DOAJ index,DOAJ,https://www.jvejournals.com/journal/jme,interesting reason
journal of mechanical engineering,True,Journal of Mechanical Engineering,2450-5471,1677-09-22,2016-09-30,Still in DOAJ index,DOAJ,https://sciendo.com/journal/SCJME,interesting reason
journal of mechanical engineering research and developments,True,Journal of Mechanical Engineering Research and Developments,1024-1752,1677-09-22,2019-01-23,Still in DOAJ index,DOAJ,https://jmerd.net/,interesting reason
journal of mechanical engineering science and technology,True,Journal of Mechanical Engineering Science and Technology,2580-0817,1677-09-22,2018-03-03,Still in DOAJ index,DOAJ,http://journal2.um.ac.id/index.php/jmest/index,interesting reason
journal of mechanics,True,Journal of Mechanics,1811-8216,1677-09-22,2021-10-04,Still in DOAJ index,DOAJ,https://academic.oup.com/jom,interesting reason
journal of mechanism and institution design,True,Journal of Mechanism and Institution Design,2399-8458,1677-09-22,2018-05-02,Still in DOAJ index,DOAJ,http://www.mechanism-design.org/,interesting reason
journal of media literacy education,True,Journal of Media Literacy Education,2167-8715,1677-09-22,2016-09-06,Still in DOAJ index,DOAJ,http://digitalcommons.uri.edu/jmle/,interesting reason
journal of medical and scientific research,True,Journal of Medical and Scientific Research,2394-112X,1677-09-22,2019-01-28,Still in DOAJ index,DOAJ,http://jmsronline.com/,interesting reason
journal of medical and surgical research,True,Journal of Medical and Surgical Research,2351-8200,1677-09-22,2016-08-03,Still in DOAJ index,DOAJ,http://journal-jmsr.net/,interesting reason
journal of medical education,True,Journal of Medical Education,1735-3998,1677-09-22,2016-03-29,Still in DOAJ index,DOAJ,https://brief.land/jme/index.html,interesting reason
journal of medical education and curricular development,True,Journal of Medical Education and Curricular Development,2382-1205,1677-09-22,2015-08-26,Still in DOAJ index,DOAJ,https://journals.sagepub.com/home/mde,interesting reason
journal of medical ethics and history of medicine,True,Journal of Medical Ethics and History of Medicine,2008-0387,1677-09-22,2020-07-06,Still in DOAJ index,DOAJ,http://jmehm.tums.ac.ir/index.php/jmehm,interesting reason
journal of medical evidence,True,Journal of Medical Evidence,2667-0739,1677-09-22,2022-03-30,Still in DOAJ index,DOAJ,https://www.journaljme.org/,interesting reason
journal of medical microbiology and infectious diseases,True,Journal of Medical Microbiology and Infectious Diseases,2345-5349,1677-09-22,2021-02-22,Still in DOAJ index,DOAJ,http://jommid.pasteur.ac.ir/index.php,interesting reason
journal of medical science,True,Journal of Medical Science,2353-9801,1677-09-22,2021-07-06,Still in DOAJ index,DOAJ,https://jms.ump.edu.pl,interesting reason
journal of medical sciences,True,Journal of Medical Sciences,2542-4939,1677-09-22,2017-04-24,Still in DOAJ index,DOAJ,http://www.jmedscindmc.com,interesting reason
journal of medical sciences and health,True,Journal of Medical Sciences and Health,2394-949X,1677-09-22,2020-03-05,Still in DOAJ index,DOAJ,http://jmsh.ac.in/,interesting reason
journal of medical signals and sensors,True,Journal of Medical Signals and Sensors,2228-7477,1677-09-22,2019-01-30,Still in DOAJ index,DOAJ,http://jmss.mui.ac.ir/index.php/jmss/index,interesting reason
journal of medicinal plants,True,Journal of Medicinal Plants,2717-204X,1677-09-22,2021-08-17,Still in DOAJ index,DOAJ,http://jmp.ir/,interesting reason
journal of medicinal plants and by-products,True,Journal of Medicinal Plants and By-products,2322-1399,1677-09-22,2019-01-26,Still in DOAJ index,DOAJ,http://jmpb.areeo.ac.ir/,interesting reason
journal of medicinal plants for economic development,True,Journal of Medicinal Plants for Economic Development,2519-559X,1677-09-22,2019-02-16,Still in DOAJ index,DOAJ,https://jomped.org,interesting reason
journal of medicine in scientific research,True,Journal of Medicine in Scientific Research,2537-0928,1677-09-22,2021-05-27,Still in DOAJ index,DOAJ,http://www.jmsr.eg.net/,interesting reason
journal of mediterranean knowledge,True,Journal of Mediterranean Knowledge,2499-930X,1677-09-22,2016-11-15,Still in DOAJ index,DOAJ,http://www.mediterraneanknowledge.org/publications/index.php/journal,interesting reason
journal of membrane science and research,True,Journal of Membrane Science and Research,2476-5406,1677-09-22,2017-10-12,Still in DOAJ index,DOAJ,http://www.msrjournal.com/,interesting reason
journal of membrane science letters,True,Journal of Membrane Science Letters,2772-4212,1677-09-22,2022-02-01,Still in DOAJ index,DOAJ,https://www.journals.elsevier.com/journal-of-membrane-science-letters,interesting reason
journal of men's health,True,Journal of Men's Health,1875-6859,1677-09-22,2018-02-04,Still in DOAJ index,DOAJ,https://www.jomh.org,interesting reason
journal of menopausal medicine,True,Journal of Menopausal Medicine,2288-6761,1677-09-22,2022-02-07,Still in DOAJ index,DOAJ,https://e-jmm.org/index.php,interesting reason
journal of mental health and human behaviour,True,Journal of Mental Health and Human Behaviour,2543-1897,1677-09-22,2017-07-27,Still in DOAJ index,DOAJ,http://www.jmhhb.org/,interesting reason
journal of microelectronic manufacturing,True,Journal of Microelectronic Manufacturing,2578-3769,1677-09-22,2020-01-06,Still in DOAJ index,DOAJ,http://www.jommpublish.org/,interesting reason
journal of micropalaeontology,True,Journal of Micropalaeontology,0262-821X,1677-09-22,2018-10-08,Still in DOAJ index,DOAJ,https://www.journal-of-micropalaeontology.net/,interesting reason
"journal of microwaves, optoelectronics and electromagnetic applications",True,"Journal of Microwaves, Optoelectronics and Electromagnetic Applications",2179-1074,1677-09-22,2016-11-02,Still in DOAJ index,DOAJ,http://www.scielo.br/scielo.php?script=sci_serial&pid=2179-1074&lng=en&nrm=iso,interesting reason
journal of middle european construction and design of cars,True,Journal of Middle European Construction and Design of Cars,1804-9338,1677-09-22,2015-03-17,Still in DOAJ index,DOAJ,https://ojs.cvut.cz/ojs/index.php/MECCA/about,interesting reason
journal of midwifery,True,Journal of Midwifery,2598-3180,1677-09-22,2019-12-12,Still in DOAJ index,DOAJ,http://jom.fk.unand.ac.id,interesting reason
journal of midwifery & reproductive health,True,Journal of Midwifery & Reproductive Health,2345-4792,1677-09-22,2014-05-22,Still in DOAJ index,DOAJ,http://jmrh.mums.ac.ir/,interesting reason
journal of migration and health,True,Journal of Migration and Health,2666-6235,1677-09-22,2021-02-15,Still in DOAJ index,DOAJ,https://www.journals.elsevier.com/journal-of-migration-and-health,interesting reason
journal of military and strategic studies,True,Journal of Military and Strategic Studies,1488-559X,1677-09-22,2021-12-07,Still in DOAJ index,DOAJ,https://jmss.org/,interesting reason
journal of mind and medical sciences,True,Journal of Mind and Medical Sciences,2392-7674,1677-09-22,2015-04-14,Still in DOAJ index,DOAJ,http://www.jmms.ro,interesting reason
journal of mining and metallurgy. section a: mining,True,Journal of Mining and Metallurgy. Section A: Mining,1450-5959,1677-09-22,2017-07-12,Still in DOAJ index,DOAJ,http://scindeks.ceon.rs/journalDetails.aspx?issn=1450-5959&lang=en,interesting reason
journal of mmij,True,Journal of MMIJ,1884-0450,1677-09-22,2022-05-31,Still in DOAJ index,DOAJ,https://www.mmij.or.jp/publication/main/journal-of-mmij,interesting reason
journal of modern philosophy,True,Journal of Modern Philosophy,2644-0652,1677-09-22,2019-09-04,Still in DOAJ index,DOAJ,https://jmphil.org,interesting reason
journal of modern power systems and clean energy,True,Journal of Modern Power Systems and Clean Energy,2196-5420,1677-09-22,2016-02-16,Still in DOAJ index,DOAJ,https://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=8685265,interesting reason
journal of modern processes in manufacturing and production,True,Journal of Modern Processes in Manufacturing and Production,2717-0314,1677-09-22,2021-07-23,Still in DOAJ index,DOAJ,http://mpmpjournal.iaun.ac.ir/,interesting reason
journal of modern rehabilitation,True,Journal of Modern Rehabilitation,2538-385X,1677-09-22,2020-11-16,Still in DOAJ index,DOAJ,https://jmr.tums.ac.ir,interesting reason
journal of modern research in english language studies,True,Journal of Modern Research in English Language Studies,2676-5357,1677-09-22,2019-10-14,Still in DOAJ index,DOAJ,http://jmrels.journals.ikiu.ac.ir/,interesting reason
journal of modern science,True,Journal of Modern Science,1734-2031,1677-09-22,2018-05-21,Still in DOAJ index,DOAJ,http://www.jomswsge.com/en,interesting reason
journal of modern transportation,True,Journal of Modern Transportation,2196-0577,1677-09-22,2016-03-11,Still in DOAJ index,DOAJ,https://www.springer.com/journal/40534,interesting reason
journal of molecular cell biology,True,Journal of Molecular Cell Biology,1759-4685,1677-09-22,2020-09-10,Still in DOAJ index,DOAJ,https://academic.oup.com/jmcb,interesting reason
journal of molecular docking,True,Journal of Molecular Docking,2798-138X,1677-09-22,2022-04-05,Still in DOAJ index,DOAJ,http://journal.umpalangkaraya.ac.id/index.php/jmd,interesting reason
journal of molecular pathology,True,Journal of Molecular Pathology,2673-5261,1677-09-22,2021-07-12,Still in DOAJ index,DOAJ,https://www.mdpi.com/journal/jmp,interesting reason
journal of montessori research,True,Journal of Montessori Research,2378-3923,1677-09-22,2017-08-22,Still in DOAJ index,DOAJ,http://journals.ku.edu/jmr,interesting reason
journal of moral and civic education,True,Journal of Moral and Civic Education,2549-8851,1677-09-22,2020-01-07,Still in DOAJ index,DOAJ,http://jmce.ppj.unp.ac.id,interesting reason
journal of mother-tongue biblical hermeneutics and theology,True,Journal of Mother-Tongue Biblical Hermeneutics and Theology,2676-2838,1677-09-22,2021-11-27,Still in DOAJ index,DOAJ,https://noyam.org/journals/motbit/,interesting reason
journal of mountain area research,True,Journal of Mountain Area Research,2518-850X,1677-09-22,2017-07-21,Still in DOAJ index,DOAJ,https://journal.kiu.edu.pk/index.php/JMAR/index,interesting reason
journal of muhammadiyah medical laboratory technologist,True,Journal of Muhammadiyah Medical Laboratory Technologist,2597-3681,1677-09-22,2018-01-15,Still in DOAJ index,DOAJ,http://journal.um-surabaya.ac.id/index.php/analis/index,interesting reason
journal of multidisciplinary care,True,Journal of Multidisciplinary Care,2783-3852,1677-09-22,2022-02-21,Still in DOAJ index,DOAJ,http://jmdc.skums.ac.ir/,interesting reason
journal of multidisciplinary modeling and optimization,True,Journal of Multidisciplinary Modeling and Optimization,2645-923X,1677-09-22,2019-04-15,Still in DOAJ index,DOAJ,http://dergipark.gov.tr/jmmo,interesting reason
journal of muslim mental health,True,Journal of Muslim Mental Health,1556-4908,1677-09-22,2018-01-08,Still in DOAJ index,DOAJ,http://www.journalofmuslimmentalhealth.org/,interesting reason
journal of muslim philanthropy & civil society,True,Journal of Muslim Philanthropy & Civil Society,2572-6544,1677-09-22,2021-02-09,Still in DOAJ index,DOAJ,https://scholarworks.iu.edu/iupjournals/index.php/muslimphilanthropy/index,interesting reason
journal of nanostructures,True,Journal of Nanostructures,2251-788X,1677-09-22,2016-07-19,Still in DOAJ index,DOAJ,http://jns.kashanu.ac.ir,interesting reason
journal of nanotheranostics,True,Journal of Nanotheranostics,2624-845X,1677-09-22,2021-08-31,Still in DOAJ index,DOAJ,https://www.mdpi.com/journal/jnt,interesting reason
journal of natural & applied sciences pakistan,True,Journal of Natural & Applied Sciences Pakistan,2664-4584,1677-09-22,2022-06-01,Still in DOAJ index,DOAJ,http://jnasp.kinnaird.edu.pk/,interesting reason
journal of natural gas geoscience,True,Journal of Natural Gas Geoscience,2468-256X,1677-09-22,2017-08-30,Still in DOAJ index,DOAJ,http://www.keaipublishing.com/en/journals/journal-of-natural-gas-geoscience/,interesting reason
journal of natural resources and environmental management,True,Journal of Natural Resources and Environmental Management,2086-4639,1677-09-22,2016-10-03,Still in DOAJ index,DOAJ,http://journal.ipb.ac.id/index.php/jpsl,interesting reason
journal of natural science and integration,True,Journal of Natural Science and Integration,2620-5092,1677-09-22,2022-01-05,Still in DOAJ index,DOAJ,http://ejournal.uin-suska.ac.id/index.php/JNSI/index,interesting reason
journal of nature and science of medicine,True,Journal of Nature and Science of Medicine,2589-6288,1677-09-22,2020-05-25,Still in DOAJ index,DOAJ,http://www.jnsmonline.org/,interesting reason
journal of naval architecture and marine engineering,True,Journal of Naval Architecture and Marine Engineering,2070-8998,1677-09-22,2016-12-28,Still in DOAJ index,DOAJ,http://www.banglajol.info/index.php/jname,interesting reason
journal of nematology,True,Journal of Nematology,2640-396X,1677-09-22,2019-08-15,Still in DOAJ index,DOAJ,https://www.exeley.com/journal/journal_of_nematology,interesting reason
journal of neolithic archaeology,True,Journal of Neolithic Archaeology,2197-649X,1677-09-22,2014-12-14,Still in DOAJ index,DOAJ,http://www.jna.uni-kiel.de/index.php/jna,interesting reason
journal of neonatal surgery,True,Journal of Neonatal Surgery,2226-0439,1677-09-22,2020-10-22,Still in DOAJ index,DOAJ,http://www.jneonatalsurg.com/,interesting reason
journal of nepal agricultural research council,True,Journal of Nepal Agricultural Research Council,2392-4543,1677-09-22,2017-01-24,Still in DOAJ index,DOAJ,http://narc.gov.np/narc-journal/,interesting reason
journal of nepal health research council,True,Journal of Nepal Health Research Council,1999-6217,1677-09-22,2021-02-26,Still in DOAJ index,DOAJ,http://jnhrc.com.np,interesting reason
journal of nepal medical association,True,Journal of Nepal Medical Association,0028-2715,1677-09-22,2017-02-10,Still in DOAJ index,DOAJ,http://www.jnma.com.np,interesting reason
journal of nephropharmacology,True,Journal of Nephropharmacology,2345-4202,1677-09-22,2016-02-18,Still in DOAJ index,DOAJ,http://www.jnephropharmacology.com,interesting reason
